ReportingEntityAspect,CalendarPeriodAspect,Concept,FactValue,Units,Rounding,FactID,Sequence
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,fac:EquityAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACT1f0cdc5c,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:GrossProfit,2700,iso4217:USD,INF,FACT7ce56152,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:Revenues,8000,iso4217:USD,INF,FACTc37ad84f,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,fac:LiabilitiesAndEquity,14450,iso4217:USD,INF,FACT71375e55,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,fac:NoncurrentLiabilities,1000,iso4217:USD,INF,FACT1df70c3a,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,fac:Equity,12050,iso4217:USD,INF,FACTc62a9f51,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:CostOfRevenue,5300,iso4217:USD,INF,FACT1a5c9b42,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/24,fac:EquityAttributableToControllingInterest,12050,iso4217:USD,INF,FACT17578206,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:IncomeTaxExpenseBenefit,400,iso4217:USD,INF,FACTcc53372e,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:ProfitLossAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACTce1ffa89,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NonoperatingIncomeLossIncludingInterestAndDebtExpense,-150,iso4217:USD,INF,FACT79b5264c,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:OperatingExpenses,100,iso4217:USD,INF,FACT12dee35b,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:OtherOperatingIncomeExpenses,0,iso4217:USD,INF,FACTa0936541,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:IncomeLossFromContinuingOperationsBeforeTax,2450,iso4217:USD,INF,FACTc4086974,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:ProfitLoss,2050,iso4217:USD,INF,FACT1025333d,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:OperatingIncomeLoss,2600,iso4217:USD,INF,FACTcea8e748,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:IncomeLossFromDiscontinuedOperationsNetOfTax,0,iso4217:USD,INF,FACTa738f239,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:IncomeLossFromContinuingOperationsAfterTax,2050,iso4217:USD,INF,FACT15757423,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:ProfitLossAttributableToControllingInterests,2050,iso4217:USD,INF,FACTa0247880,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:ProfitLossAvailableToControllingInterestsBasic,2050,iso4217:USD,INF,FACT7c527c93,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:PreferenceSharesDividendsOtherAdjustments,0,iso4217:USD,INF,FACT79023b8d,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:OtherComprehensiveIncomeLoss,0,iso4217:USD,INF,FACT1269fe9a,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:ComprehensiveIncomeLossAttributableToParent,2050,iso4217:USD,INF,FACT18c970a6,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:ComprehensiveIncomeLoss,2050,iso4217:USD,INF,FACTa5743f9e,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:ComprehensiveIncomeLossAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACTafd4b1a2,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NetCashFlowFromOperatingActivitiesContinuing,1000,iso4217:USD,INF,FACTc9b46df1,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NetCashFlowFromOperatingActivities,1000,iso4217:USD,INF,FACT15c269e2,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NetCashFlowFromOperatingActivitiesDiscontinued,0,iso4217:USD,INF,FACT7bf9ebeb,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NetCashFlowFromInvestingActivitiesContinuing,-1000,iso4217:USD,INF,FACTda5ab7b7,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NetCashFlowFromInvestingActivitiesDiscontinued,0,iso4217:USD,INF,FACT6d4776b3,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NetCashFlowFromInvestingActivities,-1000,iso4217:USD,INF,FACT037cf4ba,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NetCashFlowFromFinancingActivitiesDiscontinued,0,iso4217:USD,INF,FACTb13172a0,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NetCashFlowFromFinancingActivitiesContinuing,10850,iso4217:USD,INF,FACT062cb3a4,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NetCashFlowFromFinancingActivities,10850,iso4217:USD,INF,FACT681731ad,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NetCashFlowContinuing,10850,iso4217:USD,INF,FACT62b7bf91,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NetCashFlowDiscontinued,0,iso4217:USD,INF,FACT6aece1cb,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:NetCashFlow,10850,iso4217:USD,INF,FACT04d763c2,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2024-01-01 | 2024-12-31,fac:ExchangeGainsLosses,0,iso4217:USD,INF,FACTb3caa2c6,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,fac:Assets,0,iso4217:USD,INF,FACT018724dc,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,fac:CurrentAssets,0,iso4217:USD,INF,FACTb69ae5d8,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,fac:NoncurrentAssets,0,iso4217:USD,INF,FACT6fbca6d5,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,fac:Liabilities,0,iso4217:USD,INF,FACT069bae65,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,fac:NoncurrentLiabilities,0,iso4217:USD,INF,FACT68a02c6c,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,fac:CurrentLiabilities,0,iso4217:USD,INF,FACTb1866f61,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,fac:EquityAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACTdaedaa76,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,fac:EquityAttributableToControllingInterest,0,iso4217:USD,INF,FACTdfbded68,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,fac:Equity,0,iso4217:USD,INF,FACT03cbe97b,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/23,fac:LiabilitiesAndEquity,0,iso4217:USD,INF,FACTbe76a643,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:CostOfRevenue,0,iso4217:USD,INF,FACTb62df819,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:Revenues,0,iso4217:USD,INF,FACT096b6747,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:OtherOperatingIncomeExpenses,0,iso4217:USD,INF,FACT6a5bfc0a,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:OperatingExpenses,0,iso4217:USD,INF,FACTd8167a10,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:GrossProfit,0,iso4217:USD,INF,FACT6f0bbb14,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NonoperatingIncomeLossIncludingInterestAndDebtExpense,0,iso4217:USD,INF,FACTd5c44517,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:OperatingIncomeLoss,0,iso4217:USD,INF,FACTb37dbf07,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:IncomeTaxExpenseBenefit,0,iso4217:USD,INF,FACT0ce2061a,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:IncomeLossFromContinuingOperationsBeforeTax,0,iso4217:USD,INF,FACTbbffc71e,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:IncomeLossFromContinuingOperationsAfterTax,0,iso4217:USD,INF,FACT09b24104,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:IncomeLossFromDiscontinuedOperationsNetOfTax,0,iso4217:USD,INF,FACTbeaf8000,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:ProfitLossAttributableToControllingInterests,0,iso4217:USD,INF,FACT6d294d31,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:ProfitLoss,0,iso4217:USD,INF,FACTd0940209,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:ProfitLossAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACTda348c35,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:PreferenceSharesDividendsOtherAdjustments,0,iso4217:USD,INF,FACT6572136b,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:OtherComprehensiveIncomeLoss,0,iso4217:USD,INF,FACTb9041778,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:ProfitLossAvailableToControllingInterestsBasic,0,iso4217:USD,INF,FACT0b499162,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:ComprehensiveIncomeLoss,0,iso4217:USD,INF,FACT09055cc5,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:ComprehensiveIncomeLossAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACT673edecc,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:ComprehensiveIncomeLossAttributableToParent,0,iso4217:USD,INF,FACTbe189dc1,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NetCashFlowFromOperatingActivitiesDiscontinued,0,iso4217:USD,INF,FACT626e99d2,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NetCashFlowFromOperatingActivitiesContinuing,0,iso4217:USD,INF,FACTd57358d6,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NetCashFlowFromOperatingActivities,0,iso4217:USD,INF,FACT0c551bdb,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NetCashFlowFromInvestingActivitiesContinuing,0,iso4217:USD,INF,FACTb1e854e3,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NetCashFlowFromInvestingActivitiesDiscontinued,0,iso4217:USD,INF,FACT06f595e7,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NetCashFlowFromFinancingActivitiesContinuing,0,iso4217:USD,INF,FACTd2d8cfae,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NetCashFlowFromInvestingActivities,0,iso4217:USD,INF,FACTd78888b0,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NetCashFlowFromFinancingActivitiesDiscontinued,0,iso4217:USD,INF,FACTbce34da7,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NetCashFlowFromFinancingActivities,0,iso4217:USD,INF,FACT96251a7c,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NetCashFlowContinuing,0,iso4217:USD,INF,FACT4f035971,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:ExchangeGainsLosses,0,iso4217:USD,INF,FACT4a531e6f,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NetCashFlowDiscontinued,0,iso4217:USD,INF,FACTf81e9875,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/22,fac:Assets,0,iso4217:USD,INF,FACT2ec8125a,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2023-01-01 | 2023-12-31,fac:NetCashFlow,0,iso4217:USD,INF,FACT93755d62,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/22,fac:CurrentAssets,0,iso4217:USD,INF,FACT918e8d04,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/22,fac:NoncurrentAssets,0,iso4217:USD,INF,FACT48a8ce09,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/22,fac:CurrentLiabilities,0,iso4217:USD,INF,FACTfae54813,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/22,fac:Liabilities,0,iso4217:USD,INF,FACTffb50f0d,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/22,fac:NoncurrentLiabilities,0,iso4217:USD,INF,FACT4df88917,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/22,fac:EquityAttributableToControllingInterest,0,iso4217:USD,INF,FACTfdf9c2aa,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/22,fac:EquityAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACT4ae403ae,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/22,fac:Equity,0,iso4217:USD,INF,FACT93c240a3,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/22,fac:LiabilitiesAndEquity,0,iso4217:USD,INF,FACT969207bd,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:CostOfRevenue,0,iso4217:USD,INF,FACTf2090b88,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:Revenues,0,iso4217:USD,INF,FACT4fb444b0,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:OtherOperatingIncomeExpenses,0,iso4217:USD,INF,FACT913990c5,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:GrossProfit,0,iso4217:USD,INF,FACT4d4f94d6,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:OperatingExpenses,0,iso4217:USD,INF,FACT262451c1,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:OperatingIncomeLoss,0,iso4217:USD,INF,FACT9e761f78,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:IncomeLossFromContinuingOperationsBeforeTax,0,iso4217:USD,INF,FACT42001b6b,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NonoperatingIncomeLossIncludingInterestAndDebtExpense,0,iso4217:USD,INF,FACT2c3b9962,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:IncomeTaxExpenseBenefit,0,iso4217:USD,INF,FACTffbd5453,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:IncomeLossFromContinuingOperationsAfterTax,0,iso4217:USD,INF,FACT99dd8800,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:ProfitLoss,0,iso4217:USD,INF,FACT23127603,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:IncomeLossFromDiscontinuedOperationsNetOfTax,0,iso4217:USD,INF,FACT9c8dcf1e,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NetCashFlowFromFinancingActivitiesDiscontinued,0,iso4217:USD,INF,FACT80fde7f8,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:ProfitLossAttributableToControllingInterests,0,iso4217:USD,INF,FACTfa34350e,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:ComprehensiveIncomeLossAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACT23a56bc2,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NetCashFlowFromInvestingActivities,0,iso4217:USD,INF,FACTeb9622ef,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:OtherComprehensiveIncomeLoss,0,iso4217:USD,INF,FACTfd9fa276,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NetCashFlowFromInvestingActivitiesContinuing,0,iso4217:USD,INF,FACT240efcba,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:ProfitLossAvailableToControllingInterestsBasic,0,iso4217:USD,INF,FACT93a4207f,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NetCashFlowFromOperatingActivitiesContinuing,0,iso4217:USD,INF,FACT4d9ee9cb,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NetCashFlowFromFinancingActivities,0,iso4217:USD,INF,FACT8a5d69c4,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:ProfitLossAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACT4879b314,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NetCashFlowFromOperatingActivitiesDiscontinued,0,iso4217:USD,INF,FACTf023a6f3,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:ComprehensiveIncomeLoss,0,iso4217:USD,INF,FACT96f46761,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NetCashFlowFromFinancingActivitiesContinuing,0,iso4217:USD,INF,FACTeec665f1,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NetCashFlowFromOperatingActivities,0,iso4217:USD,INF,FACT96437aa0,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NetCashFlowFromInvestingActivitiesDiscontinued,0,iso4217:USD,INF,FACT85ada0e6,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:PreferenceSharesDividendsOtherAdjustments,0,iso4217:USD,INF,FACT2642311d,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:ComprehensiveIncomeLossAttributableToParent,0,iso4217:USD,INF,FACT48ceaed5,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NetCashFlow,0,iso4217:USD,INF,FACT851abd27,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/21,fac:CurrentAssets,0,iso4217:USD,INF,FACT569c7016,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/21,fac:Assets,0,iso4217:USD,INF,FACTeb213f2e,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NetCashFlowContinuing,0,iso4217:USD,INF,FACT5b207493,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/21,fac:CurrentLiabilities,0,iso4217:USD,INF,FACT8a335246,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:ExchangeGainsLosses,0,iso4217:USD,INF,FACT37573b3d,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/21,fac:NoncurrentAssets,0,iso4217:USD,INF,FACT30fcac45,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2022-01-01 | 2022-12-31,fac:NetCashFlowDiscontinued,0,iso4217:USD,INF,FACTe96df289,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/21,fac:Liabilities,0,iso4217:USD,INF,FACT35aceb5b,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/21,fac:NoncurrentLiabilities,0,iso4217:USD,INF,FACTe408d04f,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/21,fac:EquityAttributableToControllingInterest,0,iso4217:USD,INF,FACTe1589751,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/21,fac:LiabilitiesAndEquity,0,iso4217:USD,INF,FACT54be8633,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:Revenues,0,iso4217:USD,INF,FACTe6f30029,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/21,fac:Equity,0,iso4217:USD,INF,FACT3a85043a,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:GrossProfit,0,iso4217:USD,INF,FACT022e59ea,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:OperatingExpenses,0,iso4217:USD,INF,FACT6c15dbe3,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:OperatingIncomeLoss,0,iso4217:USD,INF,FACTb7c84888,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,12/31/21,fac:EquityAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACT8f631558,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:CostOfRevenue,0,iso4217:USD,INF,FACT69459cfd,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:OtherOperatingIncomeExpenses,0,iso4217:USD,INF,FACT66b555df,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:IncomeLossFromContinuingOperationsBeforeTax,0,iso4217:USD,INF,FACT0299442b,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:ProfitLossAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACT6e591644,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NonoperatingIncomeLossIncludingInterestAndDebtExpense,0,iso4217:USD,INF,FACT0585ce92,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:IncomeLossFromContinuingOperationsAfterTax,0,iso4217:USD,INF,FACTdeef4038,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:PreferenceSharesDividendsOtherAdjustments,0,iso4217:USD,INF,FACT66db6e5d,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:IncomeLossFromDiscontinuedOperationsNetOfTax,0,iso4217:USD,INF,FACT07c90335,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:IncomeTaxExpenseBenefit,0,iso4217:USD,INF,FACT6ca2c622,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:ProfitLoss,0,iso4217:USD,INF,FACT0d698d09,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:ProfitLossAttributableToControllingInterests,0,iso4217:USD,INF,FACTdc14905e,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:ComprehensiveIncomeLossAttributableToParent,0,iso4217:USD,INF,FACT6170f925,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:OtherComprehensiveIncomeLoss,0,iso4217:USD,INF,FACT638b2943,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NetCashFlowFromOperatingActivitiesContinuing,0,iso4217:USD,INF,FACT6420be3b,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NetCashFlowFromOperatingActivities,0,iso4217:USD,INF,FACTd171b298,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:ComprehensiveIncomeLossAttributableToNoncontrollingInterest,0,iso4217:USD,INF,FACT0a1b3c32,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NetCashFlowFromInvestingActivitiesContinuing,0,iso4217:USD,INF,FACT0857f195,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:ProfitLossAvailableToControllingInterestsBasic,0,iso4217:USD,INF,FACT08e0ec54,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:ComprehensiveIncomeLoss,0,iso4217:USD,INF,FACT692ba77f,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NetCashFlowFromOperatingActivitiesDiscontinued,0,iso4217:USD,INF,FACT633c3482,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NetCashFlowDiscontinued,0,iso4217:USD,INF,FACT72293ea2,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NetCashFlowFromFinancingActivitiesContinuing,0,iso4217:USD,INF,FACT61c7e4e4,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:ExchangeGainsLosses,0,iso4217:USD,INF,FACTc7cf2fc0,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NetCashFlowFromInvestingActivities,0,iso4217:USD,INF,FACT6497a3fa,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NetCashFlowFromFinancingActivities,0,iso4217:USD,INF,FACT1942fbb5,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NetCashFlowContinuing,0,iso4217:USD,INF,FACT1c12bcab,
30810137d58f76b84afd | http://standards.iso.org/iso/17442,2021-01-01 | 2021-12-31,fac:NetCashFlowFromInvestingActivitiesDiscontinued,0,iso4217:USD,INF,FACT02f77fa9,
